TODATE,kVA,kVAR,kW
08:45,0.1043807194,-0.03220363334,0.06579302996
08:47,0.1029350907,-0.03220339492,0.06569617987
08:49,0.1103312522,-0.03220328316,0.06601384282
08:51,0.1165318117,-0.03213648498,0.0661194697
08:53,0.1087045148,-0.03210071102,0.06578511745
08:55,0.1028478146,-0.03214994073,0.06568334997
08:57,0.102898851,-0.03237016127,0.06568337977
08:59,0.1052670181,-0.03208263963,0.06578492373
09:01,0.1109451503,-0.03232334554,0.06600828469
09:03,0.4036082029,0.2210370451,0.1521545202
09:05,0.4060060382,0.2181766629,0.1523767561
09:07,0.1181788817,-0.03192165866,0.06590010971
09:09,0.1148422733,-0.03197641671,0.0658942163
09:11,0.1028234884,-0.03198286518,0.06579264253
09:13,0.1028198972,-0.03235966712,0.06567122787
09:15,0.1028810889,-0.03235987946,0.06567165256
09:17,0.1058040336,-0.03198297322,0.06579285115
09:19,0.1149558425,-0.03192997351,0.06590498984
09:21,0.1155283749,-0.03198305145,0.06605117768
09:23,0.1079396904,-0.03220344707,0.06579265743
09:25,0.1029532254,-0.0322037451,0.06579326838
09:27,0.1135302112,-0.0321618095,0.06580961496
09:29,0.1141956225,-0.03192188591,0.06567794085
09:31,0.107374534,-0.03169995174,0.0659000501
09:33,0.1027343422,-0.03192972019,0.06590447575
09:35,0.1131872684,-0.03192961589,0.06590425968
09:37,0.1029141322,-0.03215006366,0.06590475142
09:39,0.1078850478,-0.03208278865,0.06578524411
09:41,0.1147655249,-0.0318598263,0.06574806571
09:43,0.1182455644,-0.03195731342,0.06589407474
09:45,0.1164049581,-0.03185995668,0.0657851547
09:47,0.108272478,-0.03192978352,0.06568344682
09:49,0.1027869731,-0.03213683143,0.06589605659
09:51,0.1027666628,-0.0319830738,0.06579305977
09:53,0.1027733833,-0.03220368922,0.06557162106
09:55,0.1075779945,-0.03190400079,0.06586366147
09:57,0.1028054059,-0.03198293969,0.06579278409
09:59,0.1028918773,-0.03198283911,0.06579258293
10:01,0.1132839695,-0.03173871338,0.06589246541
10:03,0.4047338367,0.2198081315,0.1517103016
10:05,0.3991194963,0.22167328,0.1522793174
10:07,0.1035609841,-0.03169937804,0.06593560427
10:09,0.112881653,-0.03147155792,0.06590378284
10:11,0.1081923023,-0.03192945942,0.06594044715
10:13,0.102675803,-0.03192966431,0.06568320096
10:15,0.10769476,-0.03214992583,0.06590447575
10:17,0.1027692705,-0.03192118928,0.06567651033
10:19,0.1072914675,-0.03212521225,0.06586296111
10:21,0.107758455,-0.03184187785,0.06574784219
10:23,0.102661483,-0.03208262101,0.06578489393
10:25,0.1027535349,-0.03220321983,0.0657921955
10:27,0.102834031,-0.03220347315,0.06575624645
10:29,0.1086407304,-0.03198293224,0.0657562986
10:31,0.1136928648,-0.03192963824,0.06568314135
10:33,0.1026381552,-0.03192161396,0.0656773895
10:35,0.1124750227,-0.03220333159,0.06579241902
10:37,0.1132255867,-0.03198292479,0.0657562837
10:39,0.1026004776,-0.0319297649,0.06568340212
10:41,0.1029867455,-0.03259038925,0.06568341702
10:43,0.1030291319,-0.03252828494,0.06556128711
10:45,0.1079320535,-0.03259044513,0.06568354368
10:47,0.1078137904,-0.03252811357,0.06556093693
10:49,0.1029693559,-0.03237005696,0.06568315625
10:51,0.1029077768,-0.03259051964,0.06568368524
10:53,0.1030683443,-0.03258689865,0.06567788869
10:55,0.1079604924,-0.03264791518,0.06579787284
10:57,0.1135508269,-0.03236497939,0.06590004265
10:59,0.1137143821,-0.03242886439,0.06583427638
11:01,0.1029569432,-0.03236470371,0.06567685306
11:03,0.4072439671,0.2280681431,0.1537358165
11:05,0.4075073898,0.2276812941,0.1537549347
11:07,0.1134200618,-0.03236463293,0.06586262584
11:09,0.1156136096,-0.03242854774,0.0655772984
11:11,0.1170106381,-0.03236487508,0.06567720324
11:13,0.1123035178,-0.03220335022,0.06579246372
11:15,0.1028823182,-0.03215006366,0.06568359584
11:17,0.1029087082,-0.03259043023,0.06568350643
11:19,0.1029137596,-0.03259027749,0.06568320096
11:21,0.1028948128,-0.03246471286,0.06562785059
11:23,0.1029223874,-0.03237017244,0.06568339467
11:25,0.1029349118,-0.03259050474,0.06568365544
11:27,0.1028952226,-0.03252832592,0.06574828178
11:29,0.1029993445,-0.0324257873,0.06564991176
11:31,0.10293933,-0.03280848637,0.06567770988
11:33,0.1657591313,-0.02172445692,0.1095366552
11:35,0.1658575088,-0.02249281295,0.109691523
11:37,0.1755031943,-0.02581078187,0.1093968228
11:39,0.1650057435,-0.02576519363,0.1092561856
11:41,0.1654542387,-0.02460617758,0.109536238
11:43,0.1654382497,-0.02580687031,0.109654434
11:45,0.1657091528,-0.02620078251,0.1099512205
11:47,0.1753226072,-0.02815055847,0.1095362753
11:49,0.1751434356,-0.02880200185,0.1092527285
11:51,0.168709293,-0.02682283334,0.1093131155
11:53,0.168173179,-0.02695513144,0.1096782386
11:55,0.1703698486,-0.02708823606,0.109656781
11:57,0.169991076,-0.02752577886,0.1092516482
11:59,0.1655756235,-0.02651281655,0.1095901057
12:01,0.1652951092,-0.02629517019,0.1094257385
12:03,0.4507671595,0.2406834662,0.1939533055
12:05,0.4510871172,0.2409546375,0.1952818781
12:07,0.1662885845,-0.02566084266,0.1100504547
12:09,0.1708593518,-0.02593640611,0.1095369086
12:11,0.1658177823,-0.02603120729,0.1096183658
12:13,0.1659911871,-0.02504972182,0.1099823266
12:15,0.1659062654,-0.02615804784,0.1097593978
12:17,0.1660299003,-0.0261581298,0.1099823862
12:19,0.1659584492,-0.02518035844,0.1098654494
12:21,0.1661635786,-0.02673888765,0.1098652482
12:23,0.1662221253,-0.0251035355,0.1101729125
12:25,0.1657823473,-0.02494889684,0.109641999
12:27,0.16580984,-0.02673194371,0.1098102108
12:29,0.1657772809,-0.02598043717,0.1095087156
12:31,0.1657617986,-0.02576395124,0.1099143699
12:33,0.1657676399,-0.02565436251,0.1097279191
12:35,0.1703634709,-0.0254930798,0.1097596958
12:37,0.1658295542,-0.02624811977,0.1096548587
12:39,0.1658415049,-0.02779482864,0.1093970463
12:41,0.1656904072,-0.0250539165,0.109499909
12:43,0.1656699777,-0.02558611706,0.1096536443
12:45,0.1658121794,-0.02626625635,0.1096544415
12:47,0.1656994373,-0.02487890981,0.1097298265
12:49,0.1658738703,-0.0260489881,0.109829247
12:51,0.1657914221,-0.02541003749,0.1097435877
12:53,0.1656782925,-0.02509909123,0.1095085442
12:55,0.1762292534,-0.02620075829,0.1095088124
12:57,0.1758929193,-0.02650923282,0.1094546393
12:59,0.1751475781,-0.02730534598,0.1094719097
13:01,0.1656422168,-0.02686141245,0.1095074788
13:03,0.4510307014,0.2415234745,0.1942747235
13:05,0.4522041976,0.2409644425,0.1952515543
13:07,0.1660848856,-0.02549302764,0.1102047265
13:09,0.1656988114,-0.02589156292,0.109825924
13:11,0.1658329219,-0.02476752922,0.1098627448
13:13,0.1658549905,-0.02552664466,0.1099750549
13:15,0.1654974371,-0.02603110671,0.1098759323
13:17,0.1658021212,-0.02514944412,0.1098759919
13:19,0.1658340096,-0.02519390546,0.1096263751
13:21,0.1657592654,-0.02504951134,0.1094995439
13:23,0.165632084,-0.02504962496,0.1097592786
13:25,0.1656688899,-0.02593637817,0.1097594276
13:27,0.1655762047,-0.0262079332,0.1096928716
13:29,0.1657586247,-0.02494886518,0.1096418574
13:31,0.165741086,-0.02598775737,0.1099141538
13:33,0.1653776318,-0.02615807019,0.1097595021
13:35,0.1655706763,-0.02504968271,0.1095368862
13:37,0.1653695703,-0.02510738373,0.1096650064
13:39,0.165558368,-0.02601689845,0.1094842851
13:41,0.1654243916,-0.0258069057,0.1096545681
13:43,0.1656566709,-0.02610019036,0.109727852
13:45,0.1654437184,-0.02492885664,0.1094328463
13:47,0.1653121114,-0.02481547371,0.1094561294
13:49,0.1654336005,-0.02637135796,0.1094881147
13:51,0.165562138,-0.02616156079,0.1095359623
13:53,0.1655030549,-0.02624426223,0.1096906215
13:55,0.165486902,-0.02642831393,0.1096571162
13:57,0.1655845642,-0.02686171234,0.1094721705
13:59,0.1654078066,-0.02695814148,0.1094170213
14:01,0.1652783453,-0.02509899251,0.1094717383
14:03,0.4510225952,0.2411242723,0.1943958998
14:05,0.4506262839,0.2409049571,0.194838956
14:07,0.1657923609,-0.02640623413,0.1098894328
14:09,0.165809229,-0.02602735721,0.109654054
14:11,0.165534094,-0.02492472716,0.1096550599
14:13,0.1656699032,-0.02416290343,0.1097592339
14:15,0.1655365527,-0.02495329641,0.1096421257
14:17,0.1654670089,-0.02602739446,0.1094327047
14:19,0.1754377782,-0.02700366266,0.1091535166
14:21,0.1760629267,-0.02713034861,0.1094330996
14:23,0.1704846174,-0.02529267035,0.1094959229
14:25,0.1654783189,-0.0268230699,0.1095367149
14:27,0.1653068662,-0.02381675318,0.1094325334
14:29,0.1655129492,-0.02678043954,0.1096015796
14:31,0.1656213999,-0.0251074899,0.1096927226
14:33,0.1653199792,-0.02492599562,0.1093017533
14:35,0.1654010415,-0.0258743763,0.1093646064
